2017-10-06 00:00:15 3 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0
2017-10-06 01:00:15 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
2017-10-06 05:00:15 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
2017-10-06 08:00:16 2 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0
2017-10-06 09:00:15 2 0 2 0 0 0 0 0 0 0 1 1 0 0 0 0
2017-10-06 10:00:15 2 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0
2017-10-06 20:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
2017-10-06 21:00:15 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2017-10-06 22:00:16 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2017-10-06 23:00:15 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2017-10-07 00:00:15 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2017-10-07 14:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
2017-10-07 15:00:15 2 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0
2017-10-07 16:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
2017-10-07 17:00:15 4 1 2 0 0 0 0 0 0 0 0 0 0 2 0 1
2017-10-07 18:00:15 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
2017-10-07 19:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
2017-10-07 20:00:15 2 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0
2017-10-07 21:00:15 2 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0
2017-10-07 22:00:15 4 2 2 1 0 0 0 0 0 0 0 0 0 2 0 1
2017-10-07 23:00:15 2 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1
2017-10-08 08:00:15 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2017-10-08 09:00:15 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2017-10-08 10:00:15 2 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0
2017-10-08 16:00:15 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2017-10-08 17:00:16 2 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2017-10-08 18:00:15 3 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1
2017-10-08 19:00:15 3 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0
2017-10-08 20:00:15 3 2 1 0 0 0 1 1 1 0 0 0 0 0 0 0
2017-10-08 21:00:15 2 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0
2017-10-08 22:00:15 3 2 1 0 1 1 0 0 0 0 0 0 0 1 0 0
2017-10-08 23:00:15 2 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0
2017-10-09 00:00:15 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2017-10-09 08:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
2017-10-09 09:00:15 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
2017-10-09 11:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
2017-10-09 12:00:15 3 0 3 0 0 0 0 2 0 0 0 0 0 0 0 1
2017-10-09 13:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
2017-10-09 20:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
2017-10-09 21:00:16 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
2017-10-09 22:00:15 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
2017-10-09 23:00:16 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-10 00:00:15 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
